"","Product","Sub.issue","Company"
"625937","Student loan","Can't qualify for a loan","Sallie Mae"
"625974","Student loan","Received bad information about my loan","GC Services Limited Partnership"
"625982","Student loan","Can't decrease my monthly payments","Express Aviation"
"625994","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"626004","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"626014","Student loan","Trouble with how payments are handled","AES/PHEAA"
"626031","Student loan","Having problems with customer service","KeyBank NA"
"626035","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"626046","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"626061","Student loan","Can't decrease my monthly payments","SquareTwo Financial Corporation"
"626071","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"626075","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"626083","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"626105","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"626126","Student loan","Can't get flexible payment options","Education Management Corporation"
"626164","Student loan","Having problems with customer service","Sallie Mae"
"626191","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"626203","Student loan","Received bad information about my loan","Nelnet"
"626225","Student loan","Can't get flexible payment options","Great Lakes"
"626230","Student loan","Having problems with customer service","Nelnet"
"626241","Student loan","Received bad information about my loan","PNC Bank N.A."
"626267","Student loan","Trouble with how payments are handled","Nelnet"
"626273","Student loan","Having problems with customer service","Sallie Mae"
"626290","Student loan","Can't decrease my monthly payments","Citizens Financial Group, Inc."
"626340","Student loan","Can't get flexible payment options","AES/PHEAA"
"626342","Student loan","Trouble with how payments are handled","Nelnet"
"626373","Student loan","Trouble with how payments are handled","Great Lakes"
"626426","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"626439","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"626440","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"626455","Student loan","Don't agree with fees charged","Transworld Systems Inc."
"626469","Student loan","Having problems with customer service","Nelnet"
"626483","Student loan","Don't agree with fees charged","AES/PHEAA"
"626486","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"626498","Student loan","Trouble with how payments are handled","AES/PHEAA"
"626502","Student loan","Can't temporarily postpone payments","Nelnet"
"626550","Student loan","Can't get flexible payment options","Performant Financial Corporation"
"626592","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"626608","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"626659","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"626670","Student loan","Can't get flexible payment options","F.H. Cann & Associates, Inc."
"626705","Student loan","Need information about my balance/terms","MOHELA"
"626709","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"626711","Student loan","Trouble with how payments are handled","Transworld Systems Inc."
"626725","Student loan","Don't agree with fees charged","MOHELA"
"626726","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"626743","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"626782","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"626789","Student loan","Trouble with how payments are handled","Nelnet"
"626793","Student loan","Having problems with customer service","Navient Solutions, Inc."
"626797","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"626844","Student loan","Keep getting calls about my loan","Account Discovery Systems, LLC"
"626936","Student loan","Can't temporarily postpone payments","Discover"
"626988","Student loan","Trouble with how payments are handled","AES/PHEAA"
"627014","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"627015","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"627046","Student loan","Having problems with customer service","Wells Fargo & Company"
"627056","Student loan","Having problems with customer service","GC Services Limited Partnership"
"627097","Student loan","Having problems with customer service","Nelnet"
"627098","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"627102","Student loan","Don't agree with fees charged","AES/PHEAA"
"627115","Student loan","Trouble with how payments are handled","Utah System of Higher Education"
"627120","Student loan","Received bad information about my loan","AES/PHEAA"
"627129","Student loan","Received bad information about my loan","Genesis Lending"
"627151","Student loan","Having problems with customer service","Wells Fargo & Company"
"627319","Student loan","Trouble with how payments are handled","Heartland Payment Systems"
"627322","Student loan","Keep getting calls about my loan","ECMC Group, Inc."
"627339","Student loan","Don't agree with fees charged","Nelnet"
"627406","Student loan","Can't decrease my monthly payments","Shermeta Law Group, P.C."
"627431","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"627441","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"627461","Student loan","Trouble with how payments are handled","Iowa Student Loan"
"627464","Student loan","Received bad information about my loan","United Student Aid (USA) Funds"
"627465","Student loan","Having problems with customer service","AES/PHEAA"
"627469","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"627580","Student loan","Can't decrease my monthly payments","Nelnet"
"627599","Student loan","Received bad information about my loan","Student Loan Processing Direct, INC"
"627611","Student loan","Trouble with how payments are handled","Tuition Options LLC"
"627633","Student loan","Can't get flexible payment options","AES/PHEAA"
"627764","Student loan","Can't get flexible payment options","MOHELA"
"627765","Student loan","Trouble with how payments are handled","AES/PHEAA"
"627837","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"627849","Student loan","Don't agree with fees charged","AES/PHEAA"
"627852","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"627921","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"627946","Student loan","Received bad information about my loan","AES/PHEAA"
"627961","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"628012","Student loan","Can't qualify for a loan","Citizens Financial Group, Inc."
"628080","Student loan","Trouble with how payments are handled","AES/PHEAA"
"628128","Student loan","Received bad information about my loan","National Budget Planners of South Florida, Inc"
"628158","Student loan","Trouble with how payments are handled","AES/PHEAA"
"628192","Student loan","Received bad information about my loan","AES/PHEAA"
"628208","Student loan","Don't agree with fees charged","Vermont Student Assistance Corporation"
